timestamp,voltage_v,current_a,temperature_c,delta,omega,Eq_prime,Ed_prime,Eq_dprime,Ed_dprime,Vf,Vr,scenario,run_id
0.0,29.510422011887208,74.3508705074478,46.75530045250077,0.5,0.0,1.05,0.0,1.05,0.0,1.05,0.0,emp_simulation,1
0.1,31.318328301540493,78.90585133345787,46.97695948557902,0.28959967770823103,-0.01397619897960421,1.0238473017066756,-0.12056316450164073,1.0067065967550797,0.5143956015034726,-1.6731807786728783,-1.383437714172463,emp_simulation,1
0.2,29.81931220008795,75.12911266117518,46.792238772607334,-0.36136612074373875,-0.026750250034032304,0.9963302830946792,-0.23001881639522276,0.969931566268633,0.4652431853795552,-0.5134390735432229,0.8733263693973665,emp_simulation,1
0.30000000000000004,28.633195114069594,72.14071629619949,46.652495364302254,-1.3492091413385034,-0.035619323230352266,0.9892781572735035,-0.3289295753619377,0.9670473455783898,0.3554652877091653,0.5315045047709615,1.2160415185025495,emp_simulation,1
0.4,28.173749009581236,70.98315176505844,46.59988920139021,-2.576339896226109,-0.04225512237528417,0.9912136542266096,-0.42038670094415637,0.9780129957783396,0.25545751395040245,0.9518467171256957,1.16656565557238,emp_simulation,1
0.5,28.07589349386233,70.73660690796606,46.58879475333221,-3.993346320400481,-0.04783477697466519,0.9933280367048083,-0.5058199560524721,0.990622076152327,0.16592765027246698,1.0519747126312993,1.0679890788173727,emp_simulation,1
0.6000000000000001,28.122426883407407,70.85384677728901,46.59406570032197,-5.576307234229448,-0.05287236681061386,0.9919160032116087,-0.5856053192325873,0.9999326872359577,0.08227273322027621,1.0235968205279515,0.9630866557481476,emp_simulation,1
0.7000000000000001,28.222662604086835,71.10638850934065,46.60544928951539,-7.311987208090846,-0.05757892638902309,0.9856994441479184,-0.6597009211983615,1.0042492692773892,0.0021879767015072736,0.9469486146375682,0.8592919378106276,emp_simulation,1
0.8,28.33853064492025,71.39831553418927,46.618658682209045,-9.19157448638938,-0.06204289804548079,0.9743898121120239,-0.7279368203945407,1.0031064825282134,-0.0750371721482598,0.8553425609003872,0.762209774658335,emp_simulation,1
0.9,28.452146518022644,71.68456827111129,46.63166387162468,-11.208097729661754,-0.06629983563523582,0.958134301025558,-0.7901295146156952,0.9965428046049305,-0.14941116694791104,0.7642166881974746,0.6763919032778777,emp_simulation,1
