timestamp,fault_type,fault_mechanism,severity,duration_ms,status,is_operational_transient
15.0,developing,capacitor,0.6502353910776018,0.0,injected,False
34.2,critical,terminal,0.7634812437716605,0.0,injected,False
84.1,developing,thyristor,0.4229194873059199,0.0,injected,False
103.5,critical,capacitor,0.7049824816158655,0.0,injected,False
264.3,developing,terminal,0.5592323470616277,0.0,injected,False
415.8,critical,thyristor,0.8424058325317357,0.0,injected,False
504.8,critical,thyristor,0.7365512757739824,0.0,injected,False
533.8,developing,thyristor,0.5884954352939226,0.0,injected,False
573.9,incipient,terminal,0.2540534016875824,0.0,injected,False
586.9,incipient,terminal,0.2967973909759108,0.0,injected,False
600.7,incipient,thyristor,0.17422745238627818,0.0,injected,False
684.0,critical,capacitor,0.8276583338955047,0.0,injected,False
739.2,developing,terminal,0.6062807204545071,0.0,injected,False
746.5,incipient,thyristor,0.24852068047655582,0.0,injected,False
764.1,developing,capacitor,0.5674298968629831,0.0,injected,False
865.5,developing,terminal,0.674375354401094,0.0,injected,False
909.2,incipient,capacitor,0.14703755168327337,0.0,injected,False
917.1,developing,terminal,0.6225834556667312,0.0,injected,False
918.8,critical,thyristor,0.7815334552438417,0.0,injected,False
953.9,incipient,thyristor,0.21247047512268083,0.0,injected,False
1034.9,critical,terminal,0.8118391821458427,0.0,injected,False
1073.6,critical,capacitor,0.8504603386285735,0.0,injected,False
1101.7,incipient,terminal,0.3985421291181843,0.0,injected,False
1120.5,developing,thyristor,0.5180871632145987,0.0,injected,False
1220.6,critical,capacitor,0.728805611362929,0.0,injected,False
1236.7,critical,capacitor,0.7834939159147072,0.0,injected,False
1367.9,developing,thyristor,0.44850007546647574,0.0,injected,False
1408.5,developing,terminal,0.6532378055013739,0.0,injected,False
1472.7,developing,capacitor,0.6811379011784843,0.0,injected,False
1599.3,developing,thyristor,0.47476828263791804,0.0,injected,False
1613.2,incipient,capacitor,0.21180361700032604,0.0,injected,False
1641.3,incipient,terminal,0.23432223751715836,0.0,injected,False
1681.4,incipient,terminal,0.3610102493867442,0.0,injected,False
1726.7,critical,terminal,0.8237185487042361,0.0,injected,False
1760.3,incipient,capacitor,0.26215565084869336,0.0,injected,False
1765.5,incipient,terminal,0.25169176870729465,0.0,injected,False
