timestamp,fault_type,fault_mechanism,severity,duration_ms,status,is_operational_transient
37.3,developing,capacitor,0.5451466155778922,0.0,injected,False
173.0,developing,terminal,0.42782670974640435,0.0,injected,False
210.7,developing,capacitor,0.6104081160271926,0.0,injected,False
317.8,developing,terminal,0.5944910646353059,0.0,injected,False
479.5,incipient,thyristor,0.33478780163225186,0.0,injected,False
495.4,critical,capacitor,0.7708847939235387,0.0,injected,False
528.9,developing,capacitor,0.6815508694421044,0.0,injected,False
542.0,developing,capacitor,0.5826050670224512,0.0,injected,False
700.8,incipient,thyristor,0.10053494835735757,0.0,injected,False
744.0,developing,thyristor,0.6707315104593421,0.0,injected,False
770.4,critical,thyristor,0.8246765613322757,0.0,injected,False
783.3,critical,thyristor,0.8439796525495692,0.0,injected,False
805.4,incipient,thyristor,0.2814352497223973,0.0,injected,False
820.9,developing,terminal,0.464450073819077,0.0,injected,False
839.2,developing,thyristor,0.5872583956115063,0.0,injected,False
845.7,critical,terminal,0.7550334800694695,0.0,injected,False
893.8,developing,thyristor,0.5410101337013651,0.0,injected,False
913.8,incipient,thyristor,0.10341773581832517,0.0,injected,False
917.6,incipient,thyristor,0.15241712426192466,0.0,injected,False
933.6,incipient,capacitor,0.17145531374344403,0.0,injected,False
973.7,developing,terminal,0.5838542673945405,0.0,injected,False
981.1,critical,capacitor,0.8562778115337947,0.0,injected,False
1049.0,incipient,terminal,0.12894000794054544,0.0,injected,False
1090.1,incipient,thyristor,0.28034178491591244,0.0,injected,False
1090.6,critical,capacitor,0.8069418790908228,0.0,injected,False
1149.9,incipient,thyristor,0.2843091003342971,0.0,injected,False
1180.3,critical,terminal,0.810368403064196,0.0,injected,False
1197.8,developing,terminal,0.5101632065683394,0.0,injected,False
1213.1,developing,capacitor,0.6378983102353052,0.0,injected,False
1235.4,critical,thyristor,0.7650973791983657,0.0,injected,False
1253.2,incipient,capacitor,0.19601062925297086,0.0,injected,False
1291.7,incipient,thyristor,0.15551870659803957,0.0,injected,False
1372.8,developing,terminal,0.4357560943614329,0.0,injected,False
1452.7,incipient,terminal,0.16410619608160726,0.0,injected,False
1485.3,critical,capacitor,0.7024797499680951,0.0,injected,False
1602.7,critical,thyristor,0.7494396802127157,0.0,injected,False
1645.4,developing,thyristor,0.5753718869884521,0.0,injected,False
1706.5,incipient,capacitor,0.1410083338380778,0.0,injected,False
1730.1,developing,capacitor,0.5398279006827756,0.0,injected,False
1760.4,incipient,terminal,0.1508291883011449,0.0,injected,False
460.50276224276405,operational_transient,load_dump,0.0,50.0,normal,True
1075.629557637574,operational_transient,load_dump,0.0,50.0,normal,True
