timestamp,fault_type,fault_mechanism,severity,duration_ms,status,is_operational_transient
2.2,developing,thyristor,0.671729227036856,0.0,injected,False
32.3,developing,terminal,0.5787521581271585,0.0,injected,False
204.3,developing,terminal,0.40582973602201133,0.0,injected,False
382.6,incipient,thyristor,0.2704142975400299,0.0,injected,False
384.1,incipient,terminal,0.1898868464980283,0.0,injected,False
485.8,developing,capacitor,0.433667420589277,0.0,injected,False
691.3,incipient,thyristor,0.3002263342348279,0.0,injected,False
774.2,incipient,thyristor,0.38554434479712274,0.0,injected,False
797.0,developing,terminal,0.5272040759841141,0.0,injected,False
843.5,developing,capacitor,0.6946885014199887,0.0,injected,False
941.1,developing,thyristor,0.6241710561897995,0.0,injected,False
1073.5,critical,thyristor,0.8522844339183914,0.0,injected,False
1075.9,developing,terminal,0.4522327040949816,0.0,injected,False
1277.9,developing,terminal,0.4525056105745069,0.0,injected,False
1287.9,critical,terminal,0.720402279048811,0.0,injected,False
1323.1,incipient,capacitor,0.1497544812320676,0.0,injected,False
1382.9,developing,terminal,0.6883859835044988,0.0,injected,False
1424.1,critical,capacitor,0.8961166128778821,0.0,injected,False
1443.6,developing,terminal,0.6632384776565272,0.0,injected,False
1493.1,developing,terminal,0.5355641716179042,0.0,injected,False
1497.7,critical,terminal,0.8087237601339198,0.0,injected,False
1692.4,developing,capacitor,0.5170531201550339,0.0,injected,False
747.6446876154463,operational_transient,ies,0.0,500.0,normal,True
