timestamp,fault_type,fault_mechanism,severity,duration_ms,status,is_operational_transient
1.2,developing,terminal,0.6857622501400483,0.0,injected,False
23.3,developing,thyristor,0.4392719801497922,0.0,injected,False
29.3,developing,capacitor,0.6116103337141077,0.0,injected,False
30.7,developing,terminal,0.5329584139175332,0.0,injected,False
73.2,developing,thyristor,0.5649384121654867,0.0,injected,False
115.9,incipient,thyristor,0.2712758748083248,0.0,injected,False
129.6,developing,capacitor,0.4239361926170273,0.0,injected,False
136.7,developing,terminal,0.4070136203940453,0.0,injected,False
169.4,developing,terminal,0.5976590563924236,0.0,injected,False
201.5,incipient,capacitor,0.25841801957035804,0.0,injected,False
258.3,critical,capacitor,0.8526787366433807,0.0,injected,False
263.0,incipient,thyristor,0.3350185300137575,0.0,injected,False
267.7,critical,terminal,0.8045287969246394,0.0,injected,False
295.6,critical,capacitor,0.7745585864042867,0.0,injected,False
311.9,developing,capacitor,0.5494690531250663,0.0,injected,False
320.3,developing,capacitor,0.6820358273353253,0.0,injected,False
335.8,critical,terminal,0.7767370114161845,0.0,injected,False
350.8,developing,terminal,0.6119132581551467,0.0,injected,False
370.1,incipient,terminal,0.39362063463693264,0.0,injected,False
400.1,critical,thyristor,0.7166184145860433,0.0,injected,False
402.7,critical,terminal,0.8256392736358764,0.0,injected,False
428.4,critical,capacitor,0.7043445554253245,0.0,injected,False
429.6,critical,capacitor,0.7858466739798643,0.0,injected,False
430.0,developing,capacitor,0.49675376106001934,0.0,injected,False
432.5,critical,capacitor,0.8545546449091601,0.0,injected,False
443.4,critical,terminal,0.7081052482233596,0.0,injected,False
461.7,critical,thyristor,0.8126234541429106,0.0,injected,False
468.9,incipient,terminal,0.2528291104689584,0.0,injected,False
470.0,developing,thyristor,0.5179860317805464,0.0,injected,False
506.4,incipient,thyristor,0.3111700307593679,0.0,injected,False
511.4,critical,thyristor,0.8618252414558136,0.0,injected,False
526.8,critical,capacitor,0.8171653586084744,0.0,injected,False
546.0,developing,thyristor,0.5326713969012314,0.0,injected,False
552.4,critical,capacitor,0.7910215412052102,0.0,injected,False
588.6,developing,thyristor,0.46659386405982495,0.0,injected,False
677.9,developing,terminal,0.55486104365731,0.0,injected,False
679.9,incipient,capacitor,0.28604441837296035,0.0,injected,False
683.9,incipient,thyristor,0.15034847468799173,0.0,injected,False
694.6,incipient,terminal,0.38184046659066817,0.0,injected,False
705.9,critical,thyristor,0.8569926566981337,0.0,injected,False
708.7,incipient,terminal,0.11405375344453894,0.0,injected,False
725.4,developing,thyristor,0.4418112382029231,0.0,injected,False
737.0,critical,capacitor,0.8173519599958418,0.0,injected,False
737.2,incipient,terminal,0.10627737045231199,0.0,injected,False
753.5,developing,thyristor,0.404181056214188,0.0,injected,False
782.2,incipient,thyristor,0.2828879292193232,0.0,injected,False
783.4,incipient,thyristor,0.2558747810163049,0.0,injected,False
807.6,incipient,thyristor,0.3757997101529448,0.0,injected,False
849.2,developing,thyristor,0.43349624393544595,0.0,injected,False
849.4,critical,terminal,0.7732267648827517,0.0,injected,False
851.4,developing,thyristor,0.4835258408642562,0.0,injected,False
875.8,critical,terminal,0.8865130285235632,0.0,injected,False
905.3,critical,terminal,0.7377080279867998,0.0,injected,False
921.4,developing,capacitor,0.4050372208639119,0.0,injected,False
993.2,developing,thyristor,0.5593864272074548,0.0,injected,False
995.3,developing,capacitor,0.4358771061855332,0.0,injected,False
1070.8,developing,capacitor,0.4957763255915494,0.0,injected,False
