timestamp,voltage_v,current_a,temperature_c,delta,omega,Eq_prime,Ed_prime,Eq_dprime,Ed_dprime,Vf,Vr,scenario,run_id
0.0,29.51308639872391,74.3508705074478,66.75530045250078,0.5,0.0,1.05,0.0,1.05,0.0,1.05,0.0,desert_heat,1
0.1,31.315746576556755,78.90585133345787,66.97709837446791,0.28959967770823103,-0.01397619897960421,1.0238473017066756,-0.12056316450164073,1.0067065967550797,0.5143956015034726,-1.6731807786728783,-1.383437714172463,desert_heat,1
0.2,29.824786657317443,75.12911266117518,66.79251655038512,-0.36136612074373875,-0.026750250034032304,0.9963302830946792,-0.23001881639522276,0.969931566268633,0.4652431853795552,-0.5134390735432229,0.8733263693973665,desert_heat,1
0.30000000000000004,28.62309915576406,72.14071629619949,66.65291203096892,-1.3492091413385034,-0.035619323230352266,0.9892781572735035,-0.3289295753619377,0.9670473455783898,0.3554652877091653,0.5315045047709615,1.2160415185025495,desert_heat,1
0.4,28.17748088421512,70.98315176505844,66.60044475694576,-2.576339896226109,-0.04225512237528417,0.9912136542266096,-0.42038670094415637,0.9780129957783396,0.25545751395040245,0.9518467171256957,1.16656565557238,desert_heat,1
0.5,28.07560199153454,70.73660690796606,66.58948919777666,-3.993346320400481,-0.04783477697466519,0.9933280367048083,-0.5058199560524721,0.990622076152327,0.16592765027246698,1.0519747126312993,1.0679890788173727,desert_heat,1
0.6000000000000001,28.12601074408607,70.85384677728901,66.5948990336553,-5.576307234229448,-0.05287236681061386,0.9919160032116087,-0.5856053192325873,0.9999326872359577,0.08227273322027621,1.0235968205279515,0.9630866557481476,desert_heat,1
0.7000000000000001,28.221705541037874,71.10638850934065,66.60642151173761,-7.311987208090846,-0.05757892638902309,0.9856994441479184,-0.6597009211983615,1.0042492692773892,0.0021879767015072736,0.9469486146375682,0.8592919378106276,desert_heat,1
0.8,28.341679588568667,71.39831553418927,66.61976979332016,-9.19157448638938,-0.06204289804548079,0.9743898121120239,-0.7279368203945407,1.0031064825282134,-0.0750371721482598,0.8553425609003872,0.762209774658335,desert_heat,1
0.9,28.462356310443564,71.68456827111129,66.63291387162468,-11.208097729661754,-0.06629983563523582,0.958134301025558,-0.7901295146156952,0.9965428046049305,-0.14941116694791104,0.7642166881974746,0.6763919032778777,desert_heat,1
1.0,28.554560498052144,71.94112460415955,66.64475298584826,-13.355258493399111,-0.07035986451879896,0.9372997245879604,-0.846129241674256,0.9848422858077975,-0.22066547237713263,0.6816896751408132,0.6052392623564515,desert_heat,1
1.1,28.55946152029185,71.94112460415955,66.64489187473716,-13.355258493399111,-0.07035986451879896,0.9372997245879604,-0.846129241674256,0.9848422858077975,-0.22066547237713263,0.6816896751408132,0.6052392623564515,desert_heat,1
