timestamp,fault_type,fault_mechanism,severity,duration_ms,status,is_operational_transient
163.63636363636363,incipient,capacitor,0.1,0.0,injected,False
327.27272727272725,incipient,capacitor,0.2,0.0,injected,False
490.90909090909093,incipient,capacitor,0.3,0.0,injected,False
654.5454545454545,developing,capacitor,0.4,0.0,injected,False
818.1818181818181,developing,capacitor,0.5,0.0,injected,False
981.8181818181819,developing,capacitor,0.6,0.0,injected,False
1145.4545454545455,critical,capacitor,0.7,0.0,injected,False
1309.090909090909,critical,capacitor,0.8,0.0,injected,False
1472.7272727272727,critical,capacitor,0.9,0.0,injected,False
1636.3636363636363,critical,capacitor,1.0,0.0,injected,False
853.9170915483071,operational_transient,spike,0.0,50.0,normal,True
1446.42716059736,operational_transient,spike,0.0,50.0,normal,True
1749.5486254861767,operational_transient,spike,0.0,50.0,normal,True
