timestamp,voltage,current,temperature,load_percent,v_ripple,transient_flag,event_id,scenario,run_id,time_to_next_fault,fault_within_5s,fault_within_30s,fault_type,fault_severity
2026-02-22 23:16:50.421479,16.0,40.93884788146157,0.8209872421641506,0.4093884788146157,0.0,1,1,arctic_cold,1,16.0,0,1,None,0
2026-02-22 23:16:50.521479,16.0,49.0166353428086,-0.11995168782473797,0.490166353428086,0.0,1,1,arctic_cold,1,15.9,0,1,None,0
2026-02-22 23:16:50.621479,16.0,43.22010843855691,0.20725224174665868,0.43220108438556915,0.0,1,1,arctic_cold,1,15.8,0,1,None,0
2026-02-22 23:16:50.721479,16.0,47.973310928107004,-0.02573124914712821,0.47973310928107005,0.0,1,1,arctic_cold,1,15.7,0,1,None,0
2026-02-22 23:16:50.821479,16.0,45.05613046447491,0.18199089875034247,0.4505613046447491,0.0,1,1,arctic_cold,1,15.6,0,1,None,0
2026-02-22 23:16:50.921479,28.05646585017243,51.53095737991368,-0.1740987867800925,0.5153095737991368,0.0,0,0,arctic_cold,1,15.5,0,1,None,0
2026-02-22 23:16:51.021479,28.007933908316577,42.50768590608758,-0.06927222109261777,0.42507685906087583,0.0,0,0,arctic_cold,1,15.4,0,1,None,0
2026-02-22 23:16:51.121479,28.055841432919692,43.480139257059626,-0.11665531200689827,0.43480139257059625,0.0,0,0,arctic_cold,1,15.3,0,1,None,0
2026-02-22 23:16:51.221479,28.149149328081347,44.540255692030165,0.2218764146042531,0.4454025569203017,0.0,0,0,arctic_cold,1,15.2,0,1,None,0
2026-02-22 23:16:51.321479,28.111232570118737,37.00714768742905,-0.1536603882823755,0.3700714768742905,0.0,0,0,arctic_cold,1,15.1,0,1,None,0
2026-02-22 23:16:51.421479,28.024846728226382,44.3527909580129,-0.08507042865350911,0.443527909580129,0.0,0,0,arctic_cold,1,15.0,0,1,None,0
2026-02-22 23:16:51.521479,27.98660714686063,47.088106516311065,0.17278776188800293,0.4708810651631107,0.0,0,0,arctic_cold,1,14.9,0,1,None,0
2026-02-22 23:16:51.621479,27.99420963788693,41.92209867988046,-1.2883820223321365,0.41922098679880465,0.0,0,0,arctic_cold,1,14.8,0,1,None,0
2026-02-22 23:16:51.721479,27.951599049176913,42.43846566904024,0.15814770188406158,0.4243846566904024,0.0,0,0,arctic_cold,1,14.7,0,1,None,0
2026-02-22 23:16:51.821479,28.030743175753607,47.251839918605924,0.17529316190649524,0.47251839918605926,0.0,0,0,arctic_cold,1,14.6,0,1,None,0
2026-02-22 23:16:51.921479,28.040945334660098,52.17558252866363,0.2923642270120581,0.5217558252866363,0.0,0,0,arctic_cold,1,14.5,0,1,None,0
2026-02-22 23:16:52.021479,28.01007468577237,48.41318452702376,0.5967508141647784,0.48413184527023756,0.0,0,0,arctic_cold,1,14.4,0,1,None,0
2026-02-22 23:16:52.121479,27.99407785761421,41.83970636543874,-0.6535563698108859,0.4183970636543874,0.0,0,0,arctic_cold,1,14.3,0,1,None,0
2026-02-22 23:16:52.221479,28.058750659142166,49.093799213941466,-0.5364870646927926,0.4909379921394147,0.0,0,0,arctic_cold,1,14.2,0,1,None,0
2026-02-22 23:16:52.321479,28.064854137259015,39.22101546660562,-0.9820624441985473,0.39221015466605624,0.0,0,0,arctic_cold,1,14.1,0,1,None,0
2026-02-22 23:16:52.421479,28.012524669626952,49.58206800819318,-0.23707198915566607,0.4958206800819318,0.0,0,0,arctic_cold,1,14.0,0,1,None,0
2026-02-22 23:16:52.521479,28.077024094075334,52.68696137745417,0.24975764923344457,0.5268696137745417,0.0,0,0,arctic_cold,1,13.9,0,1,None,0
2026-02-22 23:16:52.621479,28.13021572542715,52.38852107325989,-0.06802564361505858,0.5238852107325989,0.0,0,0,arctic_cold,1,13.8,0,1,None,0
2026-02-22 23:16:52.721479,28.130382557819196,49.52583798739818,-0.33828046129599443,0.4952583798739818,0.0,0,0,arctic_cold,1,13.7,0,1,None,0
2026-02-22 23:16:52.821479,28.098811779236133,41.20717086277475,0.0702095833582348,0.4120717086277475,0.0,0,0,arctic_cold,1,13.6,0,1,None,0
2026-02-22 23:16:52.921479,28.047069669268588,38.532247369822116,0.7176922518454205,0.38532247369822115,0.0,0,0,arctic_cold,1,13.5,0,1,None,0
2026-02-22 23:16:53.021479,28.07539465820362,36.699666543767485,0.27262476306165695,0.36699666543767484,0.0,0,0,arctic_cold,1,13.4,0,1,None,0
2026-02-22 23:16:53.121479,28.027334873356633,39.404606749099216,0.04581493306753259,0.39404606749099214,0.0,0,0,arctic_cold,1,13.3,0,1,None,0
2026-02-22 23:16:53.221479,28.021155702566098,44.89928968732009,-0.1940453502367916,0.44899289687320093,0.0,0,0,arctic_cold,1,13.2,0,1,None,0
